point_uid,match_id,player1,player2,set_no,game_no,point_no,elapsed_time,rally_count,p1_score,p2_score,p1_break_pt,p2_break_pt,is_tiebreak_like,pressure_score,pressure_band,point_victor
2023-wimbledon-1309_S4_G1_P143,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,143,01:39:04,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G1_P144,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,144,01:39:18,0,0,15,0,0,0,0.0,low,1
2023-wimbledon-1309_S4_G1_P145,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,145,01:39:52,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G1_P146,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,146,01:40:10,2,15,30,0,0,0,0.2,low,1
2023-wimbledon-1309_S4_G1_P147,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,147,01:40:44,1,30,30,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G1_P148,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,148,01:41:04,2,30,40,0,0,0,1.2,medium,1
2023-wimbledon-1309_S4_G1_P149,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,149,01:41:50,2,40,40,0,0,0,1.2,medium,1
2023-wimbledon-1309_S4_G1_P150,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,150,01:42:23,5,AD,40,1,0,0,3.5,extreme,2
2023-wimbledon-1309_S4_G1_P151,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,151,01:43:09,5,40,40,0,0,0,1.5,medium,2
2023-wimbledon-1309_S4_G1_P152,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,152,01:43:37,6,40,AD,0,0,0,1.6,high,1
2023-wimbledon-1309_S4_G1_P153,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,153,01:44:11,3,40,40,0,0,0,1.3,medium,2
2023-wimbledon-1309_S4_G1_P154,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,154,01:44:48,6,40,AD,0,0,0,1.6,high,1
2023-wimbledon-1309_S4_G1_P155,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,155,01:45:42,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1309_S4_G1_P156,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,1,156,01:46:03,1,40,AD,0,0,0,1.1,medium,2
2023-wimbledon-1309_S4_G2_P157,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,157,01:47:17,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G2_P158,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,158,01:47:40,2,15,0,0,0,0,0.2,low,2
2023-wimbledon-1309_S4_G2_P159,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,159,01:48:14,0,15,15,0,0,0,0.0,low,2
2023-wimbledon-1309_S4_G2_P160,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,160,01:48:53,2,15,30,0,0,0,0.2,low,2
2023-wimbledon-1309_S4_G2_P161,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,161,01:49:32,3,15,40,0,1,0,3.3,extreme,1
2023-wimbledon-1309_S4_G2_P162,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,2,162,01:50:09,4,30,40,0,1,0,3.4,extreme,2
2023-wimbledon-1309_S4_G3_P163,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,163,01:50:53,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G3_P164,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,164,01:51:08,3,0,15,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1309_S4_G3_P165,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,165,01:51:41,2,0,30,0,0,0,0.2,low,1
2023-wimbledon-1309_S4_G3_P166,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,166,01:52:07,0,15,30,0,0,0,0.0,low,1
2023-wimbledon-1309_S4_G3_P167,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,167,01:52:42,3,30,30,0,0,0,0.30000000000000004,low,2
2023-wimbledon-1309_S4_G3_P168,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,168,01:53:16,4,30,40,0,0,0,1.4,medium,1
2023-wimbledon-1309_S4_G3_P169,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,169,01:54:12,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1309_S4_G3_P170,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,170,01:54:33,4,40,AD,0,0,0,1.4,medium,1
2023-wimbledon-1309_S4_G3_P171,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,171,01:55:11,2,40,40,0,0,0,1.2,medium,1
2023-wimbledon-1309_S4_G3_P172,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,3,172,01:55:38,4,AD,40,1,0,0,3.4,extreme,1
2023-wimbledon-1309_S4_G4_P173,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,173,01:57:30,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G4_P174,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,174,01:57:49,2,15,0,0,0,0,0.2,low,2
2023-wimbledon-1309_S4_G4_P175,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,175,01:58:12,5,15,15,0,0,0,0.5,low,1
2023-wimbledon-1309_S4_G4_P176,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,176,01:58:45,2,30,15,0,0,0,0.2,low,2
2023-wimbledon-1309_S4_G4_P177,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,177,01:59:39,8,30,30,0,0,0,0.8,medium,2
2023-wimbledon-1309_S4_G4_P178,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,178,02:00:40,1,30,40,0,1,0,3.1,extreme,1
2023-wimbledon-1309_S4_G4_P179,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,179,02:01:12,1,40,40,0,0,0,1.1,medium,1
2023-wimbledon-1309_S4_G4_P180,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,4,180,02:01:41,1,AD,40,0,0,0,1.1,medium,1
2023-wimbledon-1309_S4_G5_P181,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,181,02:02:15,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G5_P182,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,182,02:02:33,1,0,15,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G5_P183,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,183,02:02:50,2,0,30,0,0,0,0.2,low,1
2023-wimbledon-1309_S4_G5_P184,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,184,02:04:01,12,15,30,0,0,0,1.2000000000000002,medium,1
2023-wimbledon-1309_S4_G5_P185,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,185,02:04:40,2,30,30,0,0,0,0.2,low,1
2023-wimbledon-1309_S4_G5_P186,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,186,02:04:56,1,40,30,1,0,0,3.1,extreme,2
2023-wimbledon-1309_S4_G5_P187,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,187,02:05:26,1,40,40,0,0,0,1.1,medium,2
2023-wimbledon-1309_S4_G5_P188,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,5,188,02:06:09,5,40,AD,0,0,0,1.5,medium,2
2023-wimbledon-1309_S4_G6_P189,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,6,189,02:07:55,9,0,0,0,0,0,0.9,medium,1
2023-wimbledon-1309_S4_G6_P190,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,6,190,02:08:46,1,15,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G6_P191,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,6,191,02:09:16,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G6_P192,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,6,192,02:09:34,4,40,0,0,0,0,1.4,medium,2
2023-wimbledon-1309_S4_G6_P193,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,6,193,02:10:10,3,40,15,0,0,0,1.3,medium,1
2023-wimbledon-1309_S4_G7_P194,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,7,194,02:11:09,1,0,0,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G7_P195,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,7,195,02:11:27,2,0,15,0,0,0,0.2,low,1
2023-wimbledon-1309_S4_G7_P196,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,7,196,02:11:50,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G7_P197,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,7,197,02:12:17,1,15,30,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G7_P198,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,7,198,02:12:54,1,15,40,0,0,0,1.1,medium,2
2023-wimbledon-1309_S4_G8_P199,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,8,199,02:14:41,1,0,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G8_P200,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,8,200,02:15:00,11,15,0,0,0,0,1.1,medium,1
2023-wimbledon-1309_S4_G8_P201,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,8,201,02:16:01,1,30,0,0,0,0,0.1,low,1
2023-wimbledon-1309_S4_G8_P202,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,8,202,02:16:21,3,40,0,0,0,0,1.3,medium,1
2023-wimbledon-1309_S4_G9_P203,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,203,02:17:21,4,0,0,0,0,0,0.4,low,1
2023-wimbledon-1309_S4_G9_P204,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,204,02:17:51,1,15,0,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G9_P205,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,205,02:18:35,1,15,15,0,0,0,0.1,low,2
2023-wimbledon-1309_S4_G9_P206,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,206,02:18:57,4,15,30,0,0,0,0.4,low,1
2023-wimbledon-1309_S4_G9_P207,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,207,02:19:40,8,30,30,0,0,0,0.8,medium,1
2023-wimbledon-1309_S4_G9_P208,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,9,208,02:20:36,6,40,30,1,0,0,3.6,extreme,1
2023-wimbledon-1309_S4_G10_P209,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,10,209,02:22:27,5,0,0,0,0,0,0.5,low,1
2023-wimbledon-1309_S4_G10_P210,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,10,210,02:22:56,3,15,0,0,0,0,0.30000000000000004,low,1
2023-wimbledon-1309_S4_G10_P211,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,10,211,02:23:23,7,30,0,0,0,0,0.7000000000000001,medium,1
2023-wimbledon-1309_S4_G10_P212,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,10,212,02:24:10,2,40,0,0,0,0,1.2,medium,2
2023-wimbledon-1309_S4_G10_P213,2023-wimbledon-1309,Jannik Sinner,Quentin Halys,4,10,213,02:24:44,3,40,15,0,0,0,1.3,medium,1
2023-wimbledon-1310_S1_G1_P1,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,1,00:00:00,0,0,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G1_P2,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,2,00:00:35,0,0,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G1_P3,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,3,00:01:00,0,15,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G1_P4,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,4,00:01:37,0,15,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G1_P5,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,5,00:02:05,0,30,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G1_P6,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,6,00:02:34,0,40,30,1,0,0,3.0,high,2
2023-wimbledon-1310_S1_G1_P7,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,7,00:03:23,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G1_P8,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,8,00:03:45,0,40,AD,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G1_P9,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,9,00:04:08,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G1_P10,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,10,00:04:56,0,40,AD,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G1_P11,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,11,00:05:27,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G1_P12,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,1,12,00:06:14,0,40,AD,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G2_P13,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,13,00:07:33,0,0,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G2_P14,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,14,00:08:06,0,0,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G2_P15,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,15,00:08:48,0,0,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G2_P16,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,16,00:09:26,0,15,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G2_P17,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,17,00:10:02,0,30,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G2_P18,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,18,00:10:46,0,40,30,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G2_P19,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,19,00:11:22,0,40,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G2_P20,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,20,00:11:44,0,AD,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G2_P21,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,21,00:12:20,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G2_P22,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,2,22,00:13:11,0,40,AD,0,1,0,3.0,high,2
2023-wimbledon-1310_S1_G3_P23,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,3,23,00:13:58,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G3_P24,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,3,24,00:14:26,0,15,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G3_P25,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,3,25,00:14:55,0,30,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G3_P26,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,3,26,00:15:15,0,30,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G3_P27,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,3,27,00:15:43,0,40,15,1,0,0,3.0,high,1
2023-wimbledon-1310_S1_G4_P28,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,28,00:17:45,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G4_P29,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,29,00:18:14,0,15,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G4_P30,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,30,00:19:15,0,30,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G4_P31,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,31,00:19:43,0,40,0,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G4_P32,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,32,00:20:38,0,40,15,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G4_P33,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,33,00:21:20,0,40,30,0,0,0,1.0,medium,2
2023-wimbledon-1310_S1_G4_P34,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,34,00:21:50,0,40,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G4_P35,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,4,35,00:22:16,0,AD,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G5_P36,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,5,36,00:22:47,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G5_P37,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,5,37,00:23:23,0,15,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G5_P38,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,5,38,00:24:00,0,30,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G5_P39,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,5,39,00:24:19,0,40,0,1,0,0,3.0,high,2
2023-wimbledon-1310_S1_G5_P40,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,5,40,00:24:48,0,40,15,1,0,0,3.0,high,1
2023-wimbledon-1310_S1_G6_P41,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,6,41,00:26:45,0,0,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G6_P42,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,6,42,00:27:24,0,0,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G6_P43,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,6,43,00:27:56,0,15,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G6_P44,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,6,44,00:28:41,0,30,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G6_P45,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,6,45,00:29:11,0,40,15,0,0,0,1.0,medium,1
2023-wimbledon-1310_S1_G7_P46,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,46,00:29:40,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G7_P47,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,47,00:30:12,0,15,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G7_P48,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,48,00:30:29,0,15,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G7_P49,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,49,00:30:55,0,15,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G7_P50,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,50,00:31:15,0,30,30,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G7_P51,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,7,51,00:31:55,0,40,30,1,0,0,3.0,high,1
2023-wimbledon-1310_S1_G8_P52,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,8,52,00:34:12,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G8_P53,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,8,53,00:34:26,0,15,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S1_G8_P54,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,8,54,00:35:07,0,15,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G8_P55,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,8,55,00:35:26,0,30,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S1_G8_P56,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,1,8,56,00:35:59,0,40,15,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G1_P57,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,1,57,00:38:00,0,0,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G1_P58,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,1,58,00:38:22,0,0,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G1_P59,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,1,59,00:39:05,0,0,30,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G1_P60,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,1,60,00:39:38,0,0,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P61,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,61,00:40:50,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G2_P62,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,62,00:41:08,0,15,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G2_P63,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,63,00:41:39,0,15,15,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G2_P64,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,64,00:42:00,0,30,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G2_P65,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,65,00:42:54,0,30,30,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G2_P66,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,66,00:43:35,0,30,40,0,1,0,3.0,high,1
2023-wimbledon-1310_S2_G2_P67,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,67,00:44:34,0,40,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G2_P68,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,68,00:45:23,0,AD,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P69,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,69,00:46:02,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P70,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,70,00:46:37,0,40,AD,0,1,0,3.0,high,1
2023-wimbledon-1310_S2_G2_P71,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,71,00:47:43,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P72,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,72,00:49:05,0,40,AD,0,1,0,3.0,high,1
2023-wimbledon-1310_S2_G2_P73,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,73,00:49:53,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P74,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,74,00:50:48,0,40,AD,0,1,0,3.0,high,1
2023-wimbledon-1310_S2_G2_P75,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,75,00:51:17,0,40,40,0,0,0,1.0,medium,2
2023-wimbledon-1310_S2_G2_P76,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,2,76,00:51:51,0,40,AD,0,1,0,3.0,high,2
2023-wimbledon-1310_S2_G3_P77,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,3,77,00:52:45,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G3_P78,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,3,78,00:53:32,0,15,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G3_P79,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,3,79,00:54:00,0,30,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G3_P80,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,3,80,00:54:59,0,40,0,1,0,0,3.0,high,1
2023-wimbledon-1310_S2_G4_P81,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,4,81,00:56:59,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G4_P82,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,4,82,00:57:53,0,15,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G4_P83,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,4,83,00:58:23,0,30,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G4_P84,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,4,84,00:58:49,0,40,0,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G5_P85,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,85,00:59:16,0,0,0,0,0,0,0.0,low,1
2023-wimbledon-1310_S2_G5_P86,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,86,01:00:04,0,15,0,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G5_P87,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,87,01:00:51,0,15,15,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G5_P88,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,88,01:01:13,0,15,30,0,0,0,0.0,low,2
2023-wimbledon-1310_S2_G5_P89,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,89,01:01:43,0,15,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G5_P90,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,90,01:02:20,0,30,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G5_P91,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,91,01:03:08,0,40,40,0,0,0,1.0,medium,1
2023-wimbledon-1310_S2_G5_P92,2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,2,5,92,01:03:28,0,AD,40,1,0,0,3.0,high,1
