match_id,player1,player2,set_no,game_no,point_no,elapsed_time,elapsed_seconds,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,point_victor,p1_win_point,tiebreak,score_state,set_diff,games_diff,late_set,level_games,p1_serving,p1_break_pt,p2_break_pt,p1_game_point,p2_game_point,p1_set_point,p2_set_point,p1_match_point,p2_match_point,signed_break_point,signed_game_point,signed_set_point,signed_match_point,multi_break_point,p1_serve_strength_loo,p1_return_strength_loo,p2_serve_strength_loo,p2_return_strength_loo,strength_diff_general,strength_diff_serve,strength_diff_return,baseline_p1_point_win_prob,baseline_residual
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,228,03:12:24,11544,2,1,0,0,15,15,2,2,0,0,15-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.38479005429206453,-0.38479005429206453
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,229,03:12:52,11572,2,1,0,0,15,30,2,2,0,0,15-30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.355543874332568,-0.355543874332568
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,230,03:13:12,11592,2,1,0,0,15,40,2,1,1,0,15-40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.31292975088356123,0.6870702491164388
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,231,03:13:50,11630,2,1,0,0,30,40,2,1,1,0,30-40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3741108741885792,0.6258891258114208
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,232,03:14:39,11679,2,1,0,0,40,40,2,2,0,0,deuce,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.37306654038131887,-0.37306654038131887
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,233,03:15:20,11720,2,1,0,0,40,AD,2,1,1,0,ad-out,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3536081371800603,0.6463918628199397
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,234,03:15:43,11743,2,1,0,0,40,40,2,2,0,0,deuce,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.37297312767409074,-0.37297312767409074
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,1,235,03:16:33,11793,2,1,0,0,40,AD,2,2,0,0,ad-out,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3535040128357361,-0.3535040128357361
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,2,236,03:17:58,11878,2,1,0,1,0,0,1,1,1,0,0-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6866926921090988,0.3133073078909012
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,2,237,03:18:15,11895,2,1,0,1,15,0,1,1,1,0,15-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6733693612649767,0.3266306387350233
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,2,238,03:18:35,11915,2,1,0,1,30,0,1,1,1,0,30-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6828715498294243,0.31712845017057567
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,2,239,03:19:38,11978,2,1,0,1,40,0,1,2,0,0,40-0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7002494069842274,-0.7002494069842274
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,2,240,03:20:21,12021,2,1,0,1,40,15,1,1,1,0,40-15,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7150163372284666,0.2849836627715334
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,3,241,03:20:53,12053,2,1,1,1,0,0,2,1,1,0,0-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3801008452844143,0.6198991547155857
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,3,242,03:21:19,12079,2,1,1,1,15,0,2,1,1,0,15-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3657681986870456,0.6342318013129544
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,3,243,03:21:44,12104,2,1,1,1,30,0,2,1,1,0,30-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3759181594368169,0.6240818405631832
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,3,244,03:22:09,12129,2,1,1,1,40,0,2,1,1,0,40-0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3278746612366858,0.6721253387633142
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,4,245,03:23:57,12237,2,1,2,1,0,0,1,2,0,0,0-0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7066213378427935,-0.7066213378427935
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,4,246,03:24:36,12276,2,1,2,1,0,15,1,1,1,0,0-15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6816792566094124,0.3183207433905876
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,4,247,03:25:07,12307,2,1,2,1,15,15,1,2,0,0,15-15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7099769023853687,-0.7099769023853687
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,4,248,03:25:52,12352,2,1,2,1,15,30,1,2,0,0,15-30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6834502398752126,-0.6834502398752126
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,4,249,03:26:49,12409,2,1,2,1,15,40,1,2,0,0,15-40,1,1,0,0,1,0,1,0,1,0,0,0,0,-1,-1,0,0,-1,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7048225176382367,-0.7048225176382367
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,250,03:27:45,12465,2,1,2,2,0,0,2,1,1,0,0-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.37949519315340036,0.6205048068465997
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,251,03:28:34,12514,2,1,2,2,15,0,2,1,1,0,15-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.36513865629886,0.63486134370114
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,252,03:29:04,12544,2,1,2,2,30,0,2,2,0,0,30-0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3752741687812731,-0.3752741687812731
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,253,03:29:31,12571,2,1,2,2,30,15,2,2,0,0,30-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3378780709638888,-0.3378780709638888
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,254,03:30:04,12604,2,1,2,2,30,30,2,2,0,0,30-30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.36438223248323515,-0.36438223248323515
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,5,255,03:30:42,12642,2,1,2,2,30,40,2,2,0,0,30-40,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3726332230681805,-0.3726332230681805
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,256,03:32:47,12767,2,1,2,3,0,0,1,2,0,0,0-0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.685497813120523,-0.685497813120523
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,257,03:33:15,12795,2,1,2,3,0,15,1,1,1,0,0-15,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6596403433690172,0.3403596566309828
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,258,03:34:04,12844,2,1,2,3,15,15,1,1,1,0,15-15,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6889792810290756,0.3110207189709244
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,259,03:34:52,12892,2,1,2,3,30,15,1,2,0,0,30-15,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6451900193424732,-0.6451900193424732
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,260,03:35:16,12916,2,1,2,3,30,30,1,2,0,0,30-30,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6713703103842467,-0.6713703103842467
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,6,261,03:35:49,12949,2,1,2,3,30,40,1,2,0,0,30-40,1,-1,0,0,1,0,1,0,1,0,0,0,0,-1,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6449172511556259,-0.6449172511556259
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,7,262,03:37:12,13032,2,1,2,4,0,0,2,1,1,0,0-0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3562222218670936,0.6437777781329064
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,7,263,03:38:03,13083,2,1,2,4,15,0,2,2,0,0,15-0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.342257674511166,-0.342257674511166
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,7,264,03:38:39,13119,2,1,2,4,15,15,2,2,0,0,15-15,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.35993094742469983,-0.35993094742469983
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,7,265,03:39:00,13140,2,1,2,4,15,30,2,2,0,0,15-30,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3315656064217779,-0.3315656064217779
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,7,266,03:39:35,13175,2,1,2,4,15,40,2,2,0,0,15-40,1,-2,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.2905105172984424,-0.2905105172984424
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,267,03:41:27,13287,2,1,2,5,0,0,1,1,1,0,0-0,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6653995573643017,0.3346004426356983
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,268,03:41:49,13309,2,1,2,5,15,0,1,2,0,0,15-0,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6516230239090006,-0.6516230239090006
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,269,03:42:20,13340,2,1,2,5,15,15,1,1,1,0,15-15,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6690292450726009,0.33097075492739914
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,270,03:43:05,13385,2,1,2,5,30,15,1,2,0,0,30-15,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6239685788678414,-0.6239685788678414
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,271,03:43:55,13435,2,1,2,5,30,30,1,2,0,0,30-30,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6508305218880369,-0.6508305218880369
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,272,03:44:37,13477,2,1,2,5,30,40,1,1,1,0,30-40,1,-3,1,0,1,0,1,0,1,0,1,0,0,-1,-1,-1,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6983209769095808,0.30167902309041916
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,273,03:45:06,13506,2,1,2,5,40,40,1,1,1,0,deuce,1,-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6578632090393365,0.3421367909606635
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,8,274,03:45:46,13546,2,1,2,5,AD,40,1,1,1,0,ad-in,1,-3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6436740480349958,0.35632595196500416
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,9,275,03:46:16,13576,2,1,3,5,0,0,2,2,0,0,0-0,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3573043313051947,-0.3573043313051947
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,9,276,03:46:31,13591,2,1,3,5,0,15,2,2,0,0,0-15,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.33082309196508036,-0.33082309196508036
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,9,277,03:47:11,13631,2,1,3,5,0,30,2,2,0,0,0-30,1,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.29393266673101986,-0.29393266673101986
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,4,9,278,03:47:39,13659,2,1,3,5,0,40,2,2,0,0,0-40,1,-2,1,0,0,0,0,0,1,0,1,0,0,0,-1,-1,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3074488420259401,-0.3074488420259401
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,279,03:54:30,14070,2,2,0,0,0,0,1,1,1,0,0-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7345076709085199,0.26549232909148013
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,280,03:55:00,14100,2,2,0,0,15,0,1,2,0,0,15-0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7223793956178334,-0.7223793956178334
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,281,03:55:33,14133,2,2,0,0,15,15,1,1,1,0,15-15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7376711485848964,0.26232885141510365
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,282,03:55:59,14159,2,2,0,0,30,15,1,1,1,0,30-15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.6977586454935115,0.3022413545064885
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,283,03:56:26,14186,2,2,0,0,40,15,1,2,0,0,40-15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7600500961139479,-0.7600500961139479
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,1,284,03:56:49,14209,2,2,0,0,40,30,1,1,1,0,40-30,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7245685899644007,0.27543141003559934
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,2,285,03:58:03,14283,2,2,1,0,0,0,2,1,1,0,0-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.4362377516017083,0.5637622483982917
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,2,286,03:58:20,14300,2,2,1,0,15,0,2,1,1,0,15-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.4212403876822854,0.5787596123177146
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,2,287,03:58:40,14320,2,2,1,0,30,0,2,1,1,0,30-0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.43188912692687126,0.5681108730731288
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,2,288,03:58:57,14337,2,2,1,0,40,0,2,1,1,0,40-0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.38107187491999267,0.6189281250800074
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,3,289,03:59:57,14397,2,2,2,0,0,0,1,2,0,0,0-0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7525283503179678,-0.7525283503179678
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,3,290,04:00:33,14433,2,2,2,0,0,15,1,1,1,0,0-15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.730001525825237,0.26999847417476297
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,3,291,04:01:07,14467,2,2,2,0,15,15,1,1,1,0,15-15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7555404965603453,0.24445950343965472
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,3,292,04:01:58,14518,2,2,2,0,30,15,1,1,1,0,30-15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7172732168198762,0.2827267831801238
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,3,293,04:02:25,14545,2,2,2,0,40,15,1,1,1,0,40-15,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7768291160254769,0.22317088397452312
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,4,294,04:04:10,14650,2,2,3,0,0,0,2,2,0,0,0-0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.45954693869963237,-0.45954693869963237
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,4,295,04:04:45,14685,2,2,3,0,0,15,2,2,0,0,0-15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.4305339985981829,-0.4305339985981829
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,4,296,04:05:32,14732,2,2,3,0,0,30,2,1,1,0,0-30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.388977646143165,0.611022353856835
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,4,297,04:06:04,14764,2,2,3,0,15,30,2,2,0,0,15-30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.4325345020561512,-0.4325345020561512
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,4,298,04:06:47,14807,2,2,3,0,15,40,2,2,0,0,15-40,0,3,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.3861887763734582,-0.3861887763734582
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,5,299,04:07:29,14849,2,2,3,1,0,0,1,1,1,0,0-0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7520026524664973,0.24799734753350267
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,5,300,04:07:57,14877,2,2,3,1,15,0,1,1,1,0,15-0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7403935081864538,0.2596064918135462
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,5,301,04:08:27,14907,2,2,3,1,30,0,1,2,0,0,30-0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7486618689931109,-0.7486618689931109
2023-wimbledon-1310,Daniel Elahi Galan,Mikael Ymer,5,5,302,04:08:55,14935,2,2,3,1,30,15,1,2,0,0,30-15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6054421768707483,0.24074074074074073,0.65,0.35,-0.153817082388511,-0.04455782312925172,-0.10925925925925925,0.7167451689802292,-0.7167451689802292
